subject,Eprime.LevelName,Sample,Cycle,Running,Procedure,ITI,CSplus,CSmin1,CSmin2,VasScore_verwachting,VasScore_Angst,VasScore_PreCS1,VasScore_PreCS2,VasScore_PreCS3,VasScore_PostCS1,VasScore_PostCS2,VasScore_PostCS3,VasScore_FilmOnaangenaam,VasScore_CueOnaangenaam,OefenVASverwachting.RT,OefenVASverwachting.RESP,OefenVASAngst.RT,OefenVASAngst.RESP,CS1VAS.RT,CS1VAS.RESP,CS2VAS.RT,CS2VAS.RESP,CS3VAS.RT,CS3VAS.RESP,CSmin1Verwachting.RT,CSmin1Verwachting.RESP,CSmin1Angst.RT,CSmin1Angst.RESP,CSmin2Verwachting.RT,CSmin2Verwachting.RESP,CSmin2Angst.RT,CSmin2Angst.RESP,CSplusVerwachting.RT,CSplusVerwachting.RESP,CSplusAngst.RT,CSplusAngst.RESP,Geslacht.RESP,Leeftijd.RESP
3,AcqTrial1A_3,3,1,AcqTrial1A,CSminus2,6000,NA,NA,NA,63,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,43,1,NA,NA,NA,NA,NA,NA
3,AcqTrial2A_3,1,1,AcqTrial2A,CSminus2,6000,NA,NA,NA,62,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2945,1,1978,1,NA,NA,NA,NA,NA,NA
3,AcqTrial2A_2,2,1,AcqTrial2A,CSmin1,4000,NA,NA,NA,71,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961,1,1770,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,AcqTrial2A_1,3,1,AcqTrial2A,CSplus,4000,NA,NA,NA,85,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276,1,1153,1,NA,NA
3,AcqTrial3A_3,1,1,AcqTrial3A,CSminus2,2000,NA,NA,NA,30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,3549,1,NA,NA,NA,NA,NA,NA
3,AcqTrial3A_1,2,1,AcqTrial3A,CSplus,2000,NA,NA,NA,77,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1799,1,2476,1,NA,NA
3,AcqTrial3A_2,3,1,AcqTrial3A,CSmin1,4000,NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,AcqTrial4A_3,1,1,AcqTrial4A,CSminus2,4000,NA,NA,NA,53,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2898,1,1465,1,NA,NA,NA,NA,NA,NA
3,AcqTrial4A_2,2,1,AcqTrial4A,CSmin1,6000,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,1,1894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,AcqTrial4A_1,3,1,AcqTrial4A,CSplus,2000,NA,NA,NA,82,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301,1,2402,1,NA,NA
3,AcqTrial5A_1,1,1,AcqTrial5A,CSplus,2000,NA,NA,NA,35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,2497,1,NA,NA
3,AcqTrial5A_2,2,1,AcqTrial5A,CSmin1,4000,NA,NA,NA,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2772,1,2829,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,AcqTrial5A_3,3,1,AcqTrial5A,CSminus2,6000,NA,NA,NA,16,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088,1,921,1,NA,NA,NA,NA,NA,NA
3,AcqTrial6A_3,1,1,AcqTrial6A,CSminus2,6000,NA,NA,NA,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,1,1556,1,NA,NA,NA,NA,NA,NA
3,AcqTrial6A_1,2,1,AcqTrial6A,CSplus,6000,NA,NA,NA,97,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783,1,2160,1,NA,NA
3,AcqTrial6A_2,3,1,AcqTrial6A,CSmin1,2000,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,1,1068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Acquisition_1,1,1,Acquisition,Acq,2000,man2.jpg,man1.jpg,man3.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Demog_1,1,1,Demog,DemoProc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,man{ENTER},23{ENTER}
3,QuestionsExit_1,1,1,QuestionsExit,ExitQuestions,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,26,55,35,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Header_,NA,NA,Header,Header,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,PracticeVAS_1,1,1,PracticeVAS,OefenVASproc,2000,NA,NA,NA,4,43,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,PracticeVAS_1,2,2,PracticeVAS,OefenVASproc,6000,NA,NA,NA,8,13,NA,NA,NA,NA,NA,NA,NA,NA,2870,1,2345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,PracticeVAS_1,3,3,PracticeVAS,OefenVASproc,6000,NA,NA,NA,50,51,NA,NA,NA,NA,NA,NA,NA,NA,0,,453,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,HabTrials_1,1,1,HabTrials,CS1,2000,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,HabTrials_2,2,1,HabTrials,CS2,6000,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,HabTrials_3,3,1,HabTrials,CS3,4000,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,HabTrials_1,4,2,HabTrials,CS1,6000,NA,NA,NA,46,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,HabTrials_3,5,2,HabTrials,CS3,4000,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,HabTrials_2,6,2,HabTrials,CS2,4000,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Habituation_1,1,1,Habituation,HabProc,4000,NA,NA,NA,NA,NA,65,43,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,6195,1,4548,1,1801,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial1A_2,1,1,AcqTrial1A,CSmin1,4000,NA,NA,NA,50,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2917,1,3597,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial1A_3,2,1,AcqTrial1A,CSminus2,2000,NA,NA,NA,45,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,383,1,NA,NA,NA,NA,NA,NA
4,AcqTrial1A_1,3,1,AcqTrial1A,CSplus,4000,NA,NA,NA,63,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2405,1,3461,1,NA,NA
4,AcqTrial2A_1,1,1,AcqTrial2A,CSplus,4000,NA,NA,NA,62,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,3889,1,NA,NA
4,AcqTrial2A_2,2,1,AcqTrial2A,CSmin1,2000,NA,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741,1,2325,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial2A_3,3,1,AcqTrial2A,CSminus2,4000,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124,1,2288,1,NA,NA,NA,NA,NA,NA
4,AcqTrial3A_1,1,1,AcqTrial3A,CSplus,6000,NA,NA,NA,93,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2435,1,2332,1,NA,NA
4,AcqTrial3A_3,2,1,AcqTrial3A,CSminus2,4000,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,1,3728,1,NA,NA,NA,NA,NA,NA
4,AcqTrial3A_2,3,1,AcqTrial3A,CSmin1,4000,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3131,1,1752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial4A_1,1,1,AcqTrial4A,CSplus,4000,NA,NA,NA,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066,1,3827,1,NA,NA
4,AcqTrial4A_3,2,1,AcqTrial4A,CSminus2,4000,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2466,1,3291,1,NA,NA,NA,NA,NA,NA
4,AcqTrial4A_2,3,1,AcqTrial4A,CSmin1,4000,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793,1,2482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial5A_3,1,1,AcqTrial5A,CSminus2,6000,NA,NA,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0,,NA,NA,NA,NA,NA,NA
4,AcqTrial5A_1,2,1,AcqTrial5A,CSplus,6000,NA,NA,NA,93,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,1,2349,1,NA,NA
4,AcqTrial5A_2,3,1,AcqTrial5A,CSmin1,2000,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172,1,2669,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial6A_2,1,1,AcqTrial6A,CSmin1,2000,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,1,1620,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,AcqTrial6A_3,2,1,AcqTrial6A,CSminus2,6000,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882,1,1727,1,NA,NA,NA,NA,NA,NA
4,AcqTrial6A_1,3,1,AcqTrial6A,CSplus,2000,NA,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,1,2431,1,NA,NA
4,Acquisition_1,1,1,Acquisition,Acq,2000,man2.jpg,man3.jpg,man1.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Demog_1,1,1,Demog,DemoProc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{SHIFT}{ENTER},{ENTER}
4,QuestionsExit_1,1,1,QuestionsExit,ExitQuestions,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,11,37,33,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Header_,NA,NA,Header,Header,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,PracticeVAS_1,1,1,PracticeVAS,OefenVASproc,2000,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,3278,1,3205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,PracticeVAS_1,2,2,PracticeVAS,OefenVASproc,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2354,1,1390,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,PracticeVAS_1,3,3,PracticeVAS,OefenVASproc,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1540,1,1698,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,HabTrials_2,1,1,HabTrials,CS2,4000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,HabTrials_1,2,1,HabTrials,CS1,4000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,HabTrials_3,3,1,HabTrials,CS3,6000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,HabTrials_2,4,2,HabTrials,CS2,4000,NA,NA,NA,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,HabTrials_3,5,2,HabTrials,CS3,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,HabTrials_1,6,2,HabTrials,CS1,4000,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Habituation_1,1,1,Habituation,HabProc,4000,NA,NA,NA,NA,NA,83,44,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,4240,1,1836,1,1304,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,AcqTrial1A_2,1,1,AcqTrial1A,CSmin1,6000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444,1,1413,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,AcqTrial1A_1,2,1,AcqTrial1A,CSplus,6000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642,1,1500,1,NA,NA
5,AcqTrial1A_3,3,1,AcqTrial1A,CSminus2,4000,NA,NA,NA,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1,2028,1,NA,NA,NA,NA,NA,NA
5,AcqTrial2A_1,1,1,AcqTrial2A,CSplus,6000,NA,NA,NA,54,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099,1,3571,1,NA,NA
5,AcqTrial2A_3,2,1,AcqTrial2A,CSminus2,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067,1,1771,1,NA,NA,NA,NA,NA,NA
5,AcqTrial2A_2,3,1,AcqTrial2A,CSmin1,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,1,1379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,AcqTrial3A_2,1,1,AcqTrial3A,CSmin1,6000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809,1,1398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,AcqTrial3A_3,2,1,AcqTrial3A,CSminus2,4000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,1,1766,1,NA,NA,NA,NA,NA,NA
5,AcqTrial3A_1,3,1,AcqTrial3A,CSplus,4000,NA,NA,NA,87,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,1,1937,1,NA,NA
5,AcqTrial4A_1,1,1,AcqTrial4A,CSplus,2000,NA,NA,NA,100,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,1,1689,1,NA,NA
5,AcqTrial4A_2,2,1,AcqTrial4A,CSmin1,4000,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,1,2961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,AcqTrial4A_3,3,1,AcqTrial4A,CSminus2,4000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,1,1468,1,NA,NA,NA,NA,NA,NA
5,AcqTrial5A_2,1,1,AcqTrial5A,CSmin1,6000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,1,1539,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,AcqTrial5A_1,2,1,AcqTrial5A,CSplus,6000,NA,NA,NA,100,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,1,1755,1,NA,NA
5,AcqTrial5A_3,3,1,AcqTrial5A,CSminus2,6000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,1,1491,1,NA,NA,NA,NA,NA,NA
5,AcqTrial6A_1,1,1,AcqTrial6A,CSplus,6000,NA,NA,NA,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,1,2663,1,NA,NA
5,AcqTrial6A_3,2,1,AcqTrial6A,CSminus2,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,1,1139,1,NA,NA,NA,NA,NA,NA
5,AcqTrial6A_2,3,1,AcqTrial6A,CSmin1,2000,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274,1,1314,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Acquisition_1,1,1,Acquisition,Acq,2000,man3.jpg,man1.jpg,man2.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Demog_1,1,1,Demog,DemoProc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,man{ENTER},{ENTER}
5,QuestionsExit_1,1,1,QuestionsExit,ExitQuestions,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,70,8,14,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
